source_type,category,subcategory,CO2_Mg,CH4_Mg,N2O_Mg,CN_Mg,notes,CO2_GgCO2e,CH4_GgCO2e,N2O_GgCO2e,total_GgCO2e,HFC_PFC_SF6_GgCO2e,hfc_data_gap,biogenic_co2,ipcc_sector,in_S,f_frac_central,f_frac_low,f_frac_high,e_frac_central,e_frac_low,e_frac_high,scope_note,S_F_E_central,S_E_only_central,S_F_only_central,S_only_central,F_only_central,F_E_only_central,E_only_central,uncovered_central,S_F_E_low,S_E_only_low,S_F_only_low,S_only_low,F_only_low,F_E_only_low,E_only_low,uncovered_low,S_F_E_high,S_E_only_high,S_F_only_high,S_only_high,F_only_high,F_E_only_high,E_only_high,uncovered_high,year,scenario,S_F_E_computed,S_E_only_computed,S_F_only_computed,S_only_computed,F_only_computed,F_E_only_computed,E_only_computed,uncovered_computed
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,28.715796641144564,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2025,central,15.851119745911799,1.3783582387749382,10.5674131639412,0.9189054925166256,0.0,0.0,0.0,0.0
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,20.57524249737096,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2025,low,6.748679539137675,1.4814174598107097,10.123019308706512,2.2221261897160645,0.0,0.0,0.0,0.0
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,37.62735246112847,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2025,high,29.49984432952472,0.602037639378056,7.374961082381177,0.15050940984451397,0.0,0.0,0.0,0.0
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,28.859375624350285,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2026,central,15.930375344641359,1.3852500299688129,10.620250229760906,0.9235000199792087,0.0,0.0,0.0,0.0
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,20.060861434936687,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2026,low,6.579962550659234,1.444382023315442,9.86994382598885,2.1665730349731627,0.0,0.0,0.0,0.0
FIXED,Derivados_petroleo_carbon,,27030.7,0.7,0.5,0.4,Annex IV; fuel combustion,27.0307,0.0196,0.1325,38.75617303496232,0.0,True,False,manufacturing_petro_products,True,0.92,0.82,0.98,0.6,0.4,0.8,Fixed Derivados_petroleo_carbon: F=0.92; E=0.6,15.0049056,1.3047743999999992,10.003270400000002,0.8698495999999996,0.0,0.0,0.0,0.0,8.9159584,1.9571616000000007,13.3739376,2.935742400000001,0.0,0.0,0.0,0.0,21.3113152,0.4349248000000004,5.327828799999998,0.10873120000000007,0.0,0.0,0.0,0.0,2026,high,30.38483965941046,0.6200987685593978,7.596209914852613,0.1550246921398494,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.0687,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2025,central,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.05200049882901633,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2025,low,0.004160039906321306,0.0010400099765803263,0.037440359156891756,0.009360089789222936,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.08541981498671262,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2025,high,0.037285749241700056,0.0011531675023206214,0.045571471295411184,0.0014094269472807596,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.0687,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2026,central,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.050700486358290914,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2026,low,0.004056038908663274,0.0010140097271658182,0.036504350177969457,0.009126087544492362,0.0,0.0,0.0,0.0
FIXED,Industria_textil,,68.7,0.0,0.0,0.0,Annex IV; very small,0.0687,0.0,0.0,0.08712821128644688,0.0,True,False,manufacturing_textiles,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.015457499999999999,0.0017174999999999996,0.0463725,0.005152499999999999,0.0,0.0,0.0,0.0,0.005496000000000001,0.0013739999999999998,0.049464,0.012365999999999997,0.0,0.0,0.0,0.0,0.029987549999999995,0.0009274500000000008,0.036651449999999995,0.001133550000000001,0.0,0.0,0.0,0.0,2026,high,0.03803146422653406,0.0011762308523670338,0.046482900721319415,0.0014376154862263749,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.019965881238048776,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2025,central,0.004492323278560975,0.0004991470309512193,0.013476969835682924,0.0014974410928536579,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.013519196518364716,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2025,low,0.0010815357214691774,0.0002703839303672943,0.009733821493222597,0.0024334553733056483,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.02616202015669203,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2025,high,0.01141972179839607,0.0003531872721153427,0.013957437753595198,0.0004316733325854189,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.020065710644239017,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2026,central,0.004514784894953779,0.0005016427661059753,0.013544354684861336,0.001504928298317926,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.013113620622813772,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2026,low,0.001049089649825102,0.0002622724124562754,0.009441806848425917,0.0023604517121064783,0.0,0.0,0.0,0.0
FIXED,Metalurgica,,18.9,0.0,0.0,0.0,Annex IV; metal processes; very small in Morelos,0.0189,0.0,0.0,0.02694688076139279,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0042525,0.0004724999999999999,0.012757500000000001,0.0014174999999999997,0.0,0.0,0.0,0.0,0.0015120000000000003,0.0003779999999999999,0.013608000000000002,0.003401999999999999,0.0,0.0,0.0,0.0,0.00824985,0.00025515000000000027,0.01008315,0.00031185000000000034,0.0,0.0,0.0,0.0,2026,high,0.011762313452347952,0.000363782890278803,0.014376160886203054,0.00044462353256298145,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,5.81662109443494,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2025,central,1.3087397462478616,0.1454155273608735,3.9262192387435846,0.43624658208262046,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,4.4089068903634505,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2025,low,0.3527125512290761,0.08817813780726899,3.1744129610616847,0.7936032402654208,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,7.224480346519548,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2025,high,3.153485671255783,0.09753048467801399,3.854260264868179,0.11920392571757266,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,5.8457041999071135,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2026,central,1.3152834449791007,0.1461426049976778,3.945850334937302,0.4384278149930334,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,4.320728752556182,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2026,low,0.3456583002044946,0.08641457505112361,3.1109247018404513,0.7777311754601125,0.0,0.0,0.0,0.0
FIXED,Minerales_no_metalicos,,5397.3,0.1,0.4,0.0,Annex IV; non-cement non-metallic minerals,5.3973,0.0028,0.106,7.4050923551825365,0.0,True,False,manufacturing_nonmet_minerals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,1.2388725,0.13765249999999996,3.7166175,0.41295749999999987,0.0,0.0,0.0,0.0,0.44048800000000005,0.11012199999999997,3.9643920000000006,0.9910979999999997,0.0,0.0,0.0,0.0,2.40341265,0.07433235000000006,2.93750435,0.09085065000000009,0.0,0.0,0.0,0.0,2026,high,3.232322813037177,0.09996874679496433,3.950616771489883,0.12218402386051197,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.3071999081494489,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2025,central,0.06911997933362601,0.007679997703736221,0.20735993800087804,0.023039993111208662,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.20800964801801372,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2025,low,0.0166407718414411,0.004160192960360273,0.1497669465729699,0.03744173664324246,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.4025352096066689,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2025,high,0.17570661899331097,0.005434225329690035,0.21475253432515787,0.006641830958510043,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.3087359076901961,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2026,central,0.06946557923029413,0.007718397692254901,0.2083967376908824,0.023155193076764703,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.2017693585774733,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2026,low,0.016141548686197865,0.004035387171549465,0.1452739381757808,0.036318484543945186,0.0,0.0,0.0,0.0
FIXED,Metálico,,290.8,0.0,0.0,0.0,Annex IV; metallic minerals processing,0.2908,0.0,0.0,0.41461126589486896,0.0,True,False,manufacturing_metals,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.06543,0.007269999999999999,0.19629000000000002,0.021809999999999996,0.0,0.0,0.0,0.0,0.023264000000000003,0.005815999999999999,0.209376,0.052343999999999995,0.0,0.0,0.0,0.0,0.1269342,0.003925800000000004,0.1551418,0.004798200000000005,0.0,0.0,0.0,0.0,2026,high,0.1809778175631103,0.0055972520895807365,0.2211951103549126,0.006841085887265345,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Mezclas_quimicas,,0.0,0.0,0.0,0.0,Annex IV; chemical mixtures; GHG negligible,0.0,0.0,0.0,0.0,0.0,True,False,manufacturing_chemical,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIXED,Plastico_y_hule,,2834.8,0.1,0.0,0.0,Annex IV,2.8348,0.0028,0.0,3.165820500497502,0.0,True,False,manufacturing_plastics,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.63846,0.07093999999999999,1.91538,0.21281999999999995,0.0,0.0,0.0,0.0,0.22700800000000002,0.056752,2.043072,0.5107679999999999,0.0,0.0,0.0,0.0,1.2386124,0.03830760000000004,1.5138596000000002,0.04682040000000005,0.0,0.0,0.0,0.0,2025,central,0.712309612611938,0.07914551251243754,2.136928837835814,0.23743653753731261,0.0,0.0,0.0,0.0
FIXED,Plastico_y_hule,,2834.8,0.1,0.0,0.0,Annex IV,2.8348,0.0028,0.0,2.272155280887621,0.0,True,False,manufacturing_plastics,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.63846,0.07093999999999999,1.91538,0.21281999999999995,0.0,0.0,0.0,0.0,0.22700800000000002,0.056752,2.043072,0.5107679999999999,0.0,0.0,0.0,0.0,1.2386124,0.03830760000000004,1.5138596000000002,0.04682040000000005,0.0,0.0,0.0,0.0,2025,low,0.1817724224710097,0.04544310561775241,1.6359518022390873,0.40898795055977166,0.0,0.0,0.0,0.0
FIXED,Plastico_y_hule,,2834.8,0.1,0.0,0.0,Annex IV,2.8348,0.0028,0.0,4.14281006964834,0.0,True,False,manufacturing_plastics,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.63846,0.07093999999999999,1.91538,0.21281999999999995,0.0,0.0,0.0,0.0,0.22700800000000002,0.056752,2.043072,0.5107679999999999,0.0,0.0,0.0,0.0,1.2386124,0.03830760000000004,1.5138596000000002,0.04682040000000005,0.0,0.0,0.0,0.0,2025,high,1.8083365954015005,0.055927935940252645,2.2101891721573894,0.06835636614919768,0.0,0.0,0.0,0.0
FIXED,Plastico_y_hule,,2834.8,0.1,0.0,0.0,Annex IV,2.8348,0.0028,0.0,3.1974787055024776,0.0,True,False,manufacturing_plastics,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.63846,0.07093999999999999,1.91538,0.21281999999999995,0.0,0.0,0.0,0.0,0.22700800000000002,0.056752,2.043072,0.5107679999999999,0.0,0.0,0.0,0.0,1.2386124,0.03830760000000004,1.5138596000000002,0.04682040000000005,0.0,0.0,0.0,0.0,2026,central,0.7194327087380574,0.07993696763756192,2.1582981262141723,0.23981090291268575,0.0,0.0,0.0,0.0
FIXED,Plastico_y_hule,,2834.8,0.1,0.0,0.0,Annex IV,2.8348,0.0028,0.0,2.226712175269868,0.0,True,False,manufacturing_plastics,True,0.9,0.8,0.97,0.25,0.1,0.45,Fixed other manufacturing: F=0.90; E=0.25,0.63846,0.07093999999999999,1.91538,0.21281999999999995,0.0,0.0,0.0,0.0,0.22700800000000002,0.056752,2.043072,0.5107679999999999,0.0,0.0,0.0,0.0,1.2386124,0.03830760000000004,1.5138596000000002,0.04682040000000005,0.0,0.0,0.0,0.0,2026,low,0.17813697402158946,0.04453424350539735,1.603232766194305,0.4008081915485761,0.0,0.0,0.0,0.0
